#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
53438.fasta	contig00004	170	8051	-	MVC18_M2_island_kps	1-7882/43301	===...../......	4-Oct	18.19	97.78	kps_M2		MVC18_M2_island_kps  (43301 bp)	
53438.fasta	contig00027	9167	9363	+	MVC18_M2_island_kps	21333-21529/43301	.......=.......	0/0	0.45	77.67	kps_M2		MVC18_M2_island_kps  (43301 bp)	
53438.fasta	contig00028	1104	30110	-	MVC18_M2_island_kps	14291-43300/43301	....====/======	5-Jul	66.98	98.43	kps_M2		MVC18_M2_island_kps  (43301 bp)	
A10.fasta	contig00019	32202	32398	-	MVC18_M2_island_kps	21333-21529/43301	.......=.......	0/0	0.45	77.67	kps_M2		MVC18_M2_island_kps  (43301 bp)	
AA23.fasta	contig00003	22023	65322	+	MVC18_M2_island_kps	1-43300/43301	===============	0/0	100	99.99	kps_M2		MVC18_M2_island_kps  (43301 bp)	
AA23.fasta	contig00021	32202	32398	-	MVC18_M2_island_kps	21333-21529/43301	.......=.......	0/0	0.45	77.67	kps_M2		MVC18_M2_island_kps  (43301 bp)	
AA25.fasta	contig00019	9167	9363	+	MVC18_M2_island_kps	21333-21529/43301	.......=.......	0/0	0.45	77.67	kps_M2		MVC18_M2_island_kps  (43301 bp)	
B09.fasta	contig00020	9167	9363	+	MVC18_M2_island_kps	21333-21529/43301	.......=.......	0/0	0.45	77.67	kps_M2		MVC18_M2_island_kps  (43301 bp)	
CHOG5.fasta	contig00004	4699	33705	+	MVC18_M2_island_kps	14291-43300/43301	....====/======	5-Jul	66.98	98.43	kps_M2		MVC18_M2_island_kps  (43301 bp)	
CHOG5.fasta	contig00025	44708	52589	+	MVC18_M2_island_kps	1-7882/43301	===...../......	4-Oct	18.19	97.78	kps_M2		MVC18_M2_island_kps  (43301 bp)	
CHOG5.fasta	contig00028	32257	32453	-	MVC18_M2_island_kps	21333-21529/43301	.......=.......	0/0	0.45	77.67	kps_M2		MVC18_M2_island_kps  (43301 bp)	
CVAST0125.fasta	contig00003	5550	13431	+	MVC18_M2_island_kps	1-7882/43301	===...../......	4-Oct	18.19	97.78	kps_M2		MVC18_M2_island_kps  (43301 bp)	
CVAST0125.fasta	contig00003	20712	49718	+	MVC18_M2_island_kps	14291-43300/43301	....====/======	5-Jul	66.98	98.46	kps_M2		MVC18_M2_island_kps  (43301 bp)	
CVAST0125.fasta	contig00018	32202	32398	-	MVC18_M2_island_kps	21333-21529/43301	.......=.......	0/0	0.45	77.67	kps_M2		MVC18_M2_island_kps  (43301 bp)	
CVAST0688.fasta	contig00005	311689	354988	-	MVC18_M2_island_kps	1-43300/43301	===============	0/0	100	99.99	kps_M2		MVC18_M2_island_kps  (43301 bp)	
CVAST0688.fasta	contig00026	9167	9363	+	MVC18_M2_island_kps	21333-21529/43301	.......=.......	0/0	0.45	77.67	kps_M2		MVC18_M2_island_kps  (43301 bp)	
CVAST1048.fasta	contig00018	9167	9363	+	MVC18_M2_island_kps	21333-21529/43301	.......=.......	0/0	0.45	77.67	kps_M2		MVC18_M2_island_kps  (43301 bp)	
CVAST1624.fasta	contig00020	32202	32398	-	MVC18_M2_island_kps	21333-21529/43301	.......=.......	0/0	0.45	77.67	kps_M2		MVC18_M2_island_kps  (43301 bp)	
CVAST2561.fasta	contig00018	9167	9363	+	MVC18_M2_island_kps	21333-21529/43301	.......=.......	0/0	0.45	77.67	kps_M2		MVC18_M2_island_kps  (43301 bp)	
DRR102837.fasta	contig00042	32494	32690	-	MVC18_M2_island_kps	21333-21529/43301	.......=.......	0/0	0.45	77.67	kps_M2		MVC18_M2_island_kps  (43301 bp)	
DRR102837.fasta	contig00056	1518	11425	-	MVC18_M2_island_kps	33393-43300/43301	...........====	0/0	22.88	99.44	kps_M2		MVC18_M2_island_kps  (43301 bp)	
DRR102837.fasta	contig00056	11434	28569	-	MVC18_M2_island_kps	16438-33576/43301	.....===/===...	5-Jul	39.57	97.98	kps_M2		MVC18_M2_island_kps  (43301 bp)	
DRR102837.fasta	contig00065	10268	18149	+	MVC18_M2_island_kps	1-7882/43301	===...../......	4-Oct	18.19	97.78	kps_M2		MVC18_M2_island_kps  (43301 bp)	
DRR102837.fasta	contig00109	110	1956	+	MVC18_M2_island_kps	14291-16137/43301	....==.........	0/0	4.27	97.02	kps_M2		MVC18_M2_island_kps  (43301 bp)	
E05.fasta	contig00024	32202	32398	-	MVC18_M2_island_kps	21333-21529/43301	.......=.......	0/0	0.45	77.67	kps_M2		MVC18_M2_island_kps  (43301 bp)	
ERR3328344.fasta	contig00003	311471	340477	-	MVC18_M2_island_kps	14291-43300/43301	....====/======	5-Jul	66.98	98.45	kps_M2		MVC18_M2_island_kps  (43301 bp)	
ERR3328344.fasta	contig00003	347758	355639	-	MVC18_M2_island_kps	1-7882/43301	===...../......	4-Oct	18.19	97.78	kps_M2		MVC18_M2_island_kps  (43301 bp)	
ERR3328344.fasta	contig00017	9167	9363	+	MVC18_M2_island_kps	21333-21529/43301	.......=.......	0/0	0.45	77.67	kps_M2		MVC18_M2_island_kps  (43301 bp)	
ERR3330197.fasta	contig00003	277907	285788	+	MVC18_M2_island_kps	1-7882/43301	===...../......	4-Oct	18.19	97.78	kps_M2		MVC18_M2_island_kps  (43301 bp)	
ERR3330197.fasta	contig00003	293069	322075	+	MVC18_M2_island_kps	14291-43300/43301	....====/======	5-Jul	66.98	98.45	kps_M2		MVC18_M2_island_kps  (43301 bp)	
ERR3330197.fasta	contig00013	32257	32453	-	MVC18_M2_island_kps	21333-21529/43301	.......=.......	0/0	0.45	77.67	kps_M2		MVC18_M2_island_kps  (43301 bp)	
ERR3330558.fasta	contig00003	372122	380003	+	MVC18_M2_island_kps	1-7882/43301	===...../......	4-Oct	18.19	97.78	kps_M2		MVC18_M2_island_kps  (43301 bp)	
ERR3330558.fasta	contig00003	387284	416290	+	MVC18_M2_island_kps	14291-43300/43301	....====/======	5-Jul	66.98	98.45	kps_M2		MVC18_M2_island_kps  (43301 bp)	
ERR3330558.fasta	contig00015	9167	9363	+	MVC18_M2_island_kps	21333-21529/43301	.......=.......	0/0	0.45	77.67	kps_M2		MVC18_M2_island_kps  (43301 bp)	
ERR4254378.fasta	contig00002	25926	33807	+	MVC18_M2_island_kps	1-7882/43301	===...../......	4-Oct	18.19	97.77	kps_M2		MVC18_M2_island_kps  (43301 bp)	
ERR4254378.fasta	contig00002	41088	70094	+	MVC18_M2_island_kps	14291-43300/43301	....====/======	5-Jul	66.98	98.46	kps_M2		MVC18_M2_island_kps  (43301 bp)	
ERR4254378.fasta	contig00029	32158	32354	-	MVC18_M2_island_kps	21333-21529/43301	.......=.......	0/0	0.45	77.67	kps_M2		MVC18_M2_island_kps  (43301 bp)	
F02.fasta	contig00023	32202	32398	-	MVC18_M2_island_kps	21333-21529/43301	.......=.......	0/0	0.45	77.67	kps_M2		MVC18_M2_island_kps  (43301 bp)	
FG24.fasta	contig00005	362374	370255	+	MVC18_M2_island_kps	1-7882/43301	===...../......	4-Oct	18.19	97.78	kps_M2		MVC18_M2_island_kps  (43301 bp)	
FG24.fasta	contig00006	5895	26600	+	MVC18_M2_island_kps	14291-34999/43301	....====/====..	5-Jul	47.81	98.05	kps_M2		MVC18_M2_island_kps  (43301 bp)	
FG24.fasta	contig00019	8864	9060	+	MVC18_M2_island_kps	21333-21529/43301	.......=.......	0/0	0.45	77.67	kps_M2		MVC18_M2_island_kps  (43301 bp)	
I53.fasta	contig00019	9167	9363	+	MVC18_M2_island_kps	21333-21529/43301	.......=.......	0/0	0.45	77.67	kps_M2		MVC18_M2_island_kps  (43301 bp)	
J02.fasta	contig00019	32202	32398	-	MVC18_M2_island_kps	21333-21529/43301	.......=.......	0/0	0.45	77.67	kps_M2		MVC18_M2_island_kps  (43301 bp)	
J25.fasta	contig00021	9167	9363	+	MVC18_M2_island_kps	21333-21529/43301	.......=.......	0/0	0.45	77.67	kps_M2		MVC18_M2_island_kps  (43301 bp)	
M17.fasta	contig00021	32202	32398	-	MVC18_M2_island_kps	21333-21529/43301	.......=.......	0/0	0.45	77.67	kps_M2		MVC18_M2_island_kps  (43301 bp)	
M27.fasta	contig00018	32202	32398	-	MVC18_M2_island_kps	21333-21529/43301	.......=.......	0/0	0.45	77.67	kps_M2		MVC18_M2_island_kps  (43301 bp)	
MVAST0896.fasta	contig00006	147247	155128	+	MVC18_M2_island_kps	1-7882/43301	===...../......	4-Oct	18.19	97.78	kps_M2		MVC18_M2_island_kps  (43301 bp)	
MVAST0896.fasta	contig00006	162408	191414	+	MVC18_M2_island_kps	14291-43300/43301	....====/======	5-Jul	66.98	98.43	kps_M2		MVC18_M2_island_kps  (43301 bp)	
MVAST0896.fasta	contig00025	9167	9363	+	MVC18_M2_island_kps	21333-21529/43301	.......=.......	0/0	0.45	77.67	kps_M2		MVC18_M2_island_kps  (43301 bp)	
MVAST2235.fasta	contig00018	9167	9363	+	MVC18_M2_island_kps	21333-21529/43301	.......=.......	0/0	0.45	77.67	kps_M2		MVC18_M2_island_kps  (43301 bp)	
MVAST2992.fasta	contig00004	147247	155128	+	MVC18_M2_island_kps	1-7882/43301	===...../......	4-Oct	18.19	97.78	kps_M2		MVC18_M2_island_kps  (43301 bp)	
MVAST2992.fasta	contig00004	162408	191414	+	MVC18_M2_island_kps	14291-43300/43301	....====/======	5-Jul	66.98	98.43	kps_M2		MVC18_M2_island_kps  (43301 bp)	
MVAST2992.fasta	contig00032	32257	32453	-	MVC18_M2_island_kps	21333-21529/43301	.......=.......	0/0	0.45	77.67	kps_M2		MVC18_M2_island_kps  (43301 bp)	
MVAST3050.fasta	contig00011	126810	153980	-	MVC18_M2_island_kps	16099-43300/43301	.....===/======	Dec-55	62.72	94.99	kps_M2		MVC18_M2_island_kps  (43301 bp)	
MVAST3050.fasta	contig00011	153960	155574	-	MVC18_M2_island_kps	14389-16003/43301	....==.........	0/0	3.73	97.15	kps_M2		MVC18_M2_island_kps  (43301 bp)	
MVAST3050.fasta	contig00011	161422	169300	-	MVC18_M2_island_kps	1-7879/43301	===...../......	3-Oct	18.18	97.81	kps_M2		MVC18_M2_island_kps  (43301 bp)	
MVAST3050.fasta	contig00023	9167	9363	+	MVC18_M2_island_kps	21333-21529/43301	.......=.......	0/0	0.45	77.67	kps_M2		MVC18_M2_island_kps  (43301 bp)	
MVAST4250.fasta	contig00021	9167	9363	+	MVC18_M2_island_kps	21333-21529/43301	.......=.......	0/0	0.45	77.67	kps_M2		MVC18_M2_island_kps  (43301 bp)	
MVAST4923.fasta	contig00025	9167	9363	+	MVC18_M2_island_kps	21333-21529/43301	.......=.......	0/0	0.45	77.67	kps_M2		MVC18_M2_island_kps  (43301 bp)	
MVAST5048.fasta	contig00006	311715	340721	-	MVC18_M2_island_kps	14291-43300/43301	....====/======	5-Jul	66.98	98.46	kps_M2		MVC18_M2_island_kps  (43301 bp)	
MVAST5048.fasta	contig00006	348002	355883	-	MVC18_M2_island_kps	1-7882/43301	===...../......	4-Oct	18.19	97.78	kps_M2		MVC18_M2_island_kps  (43301 bp)	
MVAST5048.fasta	contig00021	9167	9363	+	MVC18_M2_island_kps	21333-21529/43301	.......=.......	0/0	0.45	77.67	kps_M2		MVC18_M2_island_kps  (43301 bp)	
MVAST5424.fasta	contig00002	311806	340812	-	MVC18_M2_island_kps	14291-43300/43301	....====/======	5-Jul	66.98	98.45	kps_M2		MVC18_M2_island_kps  (43301 bp)	
MVAST5424.fasta	contig00002	348093	355974	-	MVC18_M2_island_kps	1-7882/43301	===...../......	4-Oct	18.19	97.77	kps_M2		MVC18_M2_island_kps  (43301 bp)	
